timestamp,epoch,avg_loss,val_loss,gradient,gradient_2nd,abs_gradient
2025-12-06 06:54:12,1,5.192548,4.953118,-0.5479500000000002,0.18614849999999983,0.5479500000000002
2025-12-06 06:54:14,2,4.644598,4.833515,-0.36180150000000033,0.200156,0.36180150000000033
2025-12-06 06:54:16,3,4.468945,4.790031,-0.14763800000000016,0.10971775000000017,0.14763800000000016
2025-12-06 06:54:17,4,4.349322,4.735228,-0.142366,-0.008575749999999882,0.142366
2025-12-06 06:54:19,5,4.184213,4.675334,-0.16478949999999992,0.009339250000000021,0.16478949999999992
2025-12-06 06:54:21,6,4.019743,4.585826,-0.12368749999999995,0.01716949999999995,0.12368749999999995
2025-12-06 06:54:23,7,3.936838,4.507926,-0.13045050000000002,0.007654249999999974,0.13045050000000002
2025-12-06 06:54:25,8,3.758842,4.445092,-0.108379,0.003381749999999961,0.108379
2025-12-06 06:54:27,9,3.72008,4.463592,-0.1236870000000001,-0.02675050000000001,0.1236870000000001
2025-12-06 06:54:29,10,3.511468,4.391484,-0.16188000000000002,0.012703750000000125,0.16188000000000002
2025-12-06 06:54:31,11,3.39632,4.346542,-0.09827949999999985,0.029813250000000013,0.09827949999999985
2025-12-06 06:54:33,12,3.314909,4.4702,-0.1022535,-0.025908250000000077,0.1022535
2025-12-06 06:54:34,13,3.191813,4.2455,-0.150096,-0.016453249999999975,0.150096
2025-12-06 06:54:36,14,3.014717,4.129643,-0.13515999999999995,0.01738974999999998,0.13515999999999995
2025-12-06 06:54:38,15,2.921493,4.012362,-0.11531650000000004,0.006812249999999964,0.11531650000000004
2025-12-06 06:54:40,16,2.784084,4.095382,-0.12153550000000002,0.013253249999999994,0.12153550000000002
2025-12-06 06:54:42,17,2.678422,4.068295,-0.08881000000000006,0.02209950000000005,0.08881000000000006
2025-12-06 06:54:44,18,2.606464,4.174336,-0.07733649999999992,-0.003870999999999958,0.07733649999999992
2025-12-06 06:54:46,19,2.523749,4.15381,-0.09655199999999997,-0.0077665000000000095,0.09655199999999997
2025-12-06 06:54:47,20,2.41336,4.190565,-0.09286949999999994,0.014188749999999972,0.09286949999999994
2025-12-06 06:54:49,21,2.33801,4.317193,-0.06817450000000003,0.011629749999999883,0.06817450000000003
2025-12-06 06:54:51,22,2.277011,4.3221,-0.06961000000000017,-0.0031767499999999504,0.06961000000000017
2025-12-06 06:54:53,23,2.19879,4.360817,-0.07452799999999993,-0.0015582499999998722,0.07452799999999993
2025-12-06 06:54:55,24,2.127955,4.418959,-0.07272649999999992,-0.008443000000000034,0.07272649999999992
2025-12-06 06:54:57,25,2.053337,4.53534,-0.091414,-0.006588250000000018,0.091414
2025-12-06 06:54:59,26,1.945127,4.557763,-0.08590299999999995,0.009901500000000008,0.08590299999999995
2025-12-06 06:55:00,27,1.881531,4.652287,-0.07161099999999998,0.010348999999999942,0.07161099999999998
2025-12-06 06:55:02,28,1.801905,4.761626,-0.06520500000000007,0.007115499999999941,0.06520500000000007
2025-12-06 06:55:04,29,1.751121,4.836634,-0.0573800000000001,0.0006145000000000178,0.0573800000000001
2025-12-06 06:55:06,30,1.687145,4.892109,-0.06397600000000003,-0.006595999999999935,0.06397600000000003
